is_scam,cleaned_stipend_monthly,has_website,has_email,skills_count,title_word_count,desc_char_length,numeric_openings,is_bulk_hiring,is_wfh_short_duration,company_name_word_count,link_count_desc,contact_count_desc,all_caps_ratio_desc,keyword_count,stipend_to_skills_ratio,text_density_index,low_skills_high_urgency,is_anonymous_recruiter,readability_score,fraud_phrase_score,urgency_score,contact_risk_score,skill_richness_score
0,30000.0,1,0,5,4,1075,2,0,0,2,0,0,0.029069767441860465,0,5000.0,0.0037174721189591076,0,0,43.849620253164574,0,0,0,1.0
0,2000.0,1,0,6,4,599,5,0,0,1,0,0,0.01616161616161616,0,285.7142857142857,0.006666666666666667,0,0,28.841213235294106,0,0,0,1.2
1,15000.5,1,0,3,6,1038,2,0,0,3,0,0,0.03172737955346651,0,3750.125,0.005774783445620789,0,0,38.01217073170736,0,0,0,0.42857142857142855
0,16500.0,0,0,4,4,2117,2,0,0,5,0,0,0.05730994152046784,0,3300.0,0.0018885741265344666,0,1,32.106377196308955,0,0,0,0.8
1,7500.0,1,0,9,4,834,1,0,0,2,0,0,0.03829160530191458,0,750.0,0.004790419161676647,0,0,28.04893103448279,0,0,0,1.8
0,11000.0,0,0,4,7,726,2,0,0,2,0,0,0.02054794520547945,0,2200.0,0.009628610729023384,0,1,36.984424057084624,0,0,0,0.5
0,9000.0,1,0,7,3,898,20,0,0,1,0,0,0.02699055330634278,0,1125.0,0.0033370411568409346,0,0,22.65149350649355,6,0,8,1.75
0,5000.0,1,0,2,3,232,0,0,0,2,0,0,0.12087912087912088,0,1666.6666666666667,0.012875536480686695,0,0,32.85000000000002,0,0,0,0.5
0,12500.0,1,0,3,4,1307,5,0,0,2,0,0,0.04595588235294118,1,3125.0,0.0030581039755351682,0,0,22.88116883116885,10,0,0,0.6
1,11000.0,1,0,1,7,1889,2,0,0,1,0,0,0.0200387847446671,0,5500.0,0.003703703703703704,0,0,12.476884007438429,0,0,0,0.125
0,15000.0,1,0,6,4,197,2,0,0,2,0,0,0.08860759493670886,0,2142.8571428571427,0.020202020202020204,0,0,-33.927142857142826,0,0,0,1.2
1,6000.0,1,0,4,4,2983,3,0,0,2,0,0,0.03359278984022941,0,1200.0,0.0013404825737265416,0,0,25.38674109945299,6,0,8,0.8
0,17500.0,1,0,11,4,1353,1,0,0,2,0,0,0.025454545454545455,0,1458.3333333333333,0.0029542097488921715,0,0,32.4303146853147,0,0,0,2.2
